,,,1.052,70,62.5,
,,,1.054,69.6,61.25,
,,,1.056,69.2,60,
,,,1.058,73.6,73.75,
,,,1.06,78,87.5,
,,,1.062,82.4,101.25,
,,,1.064,87.6,117.5,
,,,1.066,90.4,126.25,
,,,1.068,92.4,132.5,
,,,1.07,93.2,135,
,,,1.072,94,137.5,
,,,1.074,91.2,128.75,
,,,1.076,88.4,120,
,,,1.078,80.8,96.25,
,,,1.08,74.4,76.25,
,,,1.082,70,62.5,
,,,1.084,70,62.5,
,,,1.086,69.6,61.25,
,,,1.088,72.4,70,
,,,1.09,76.8,83.75,
,,,1.092,81.6,98.75,
,,,1.094,86,112.5,
,,,1.096,89.2,122.5,
,,,1.098,89.2,122.5,
,,,1.1,92,131.25,
,,,1.102,93.6,136.25,
,,,1.104,93.6,136.25,
,,,1.106,89.6,123.75,
,,,1.108,83.2,103.75,
,,,1.11,76.8,83.75,
,,,1.112,76.8,83.75,
,,,1.114,70.8,65,
,,,1.116,68.4,57.5,
,,,1.118,70,62.5,
,,,1.12,74,75,
,,,1.122,78.4,88.75,
,,,1.124,83.6,105,
,,,1.126,84,106.25,
,,,1.128,87.6,117.5,
,,,1.13,90.4,126.25,
,,,1.132,93.2,135,
,,,1.134,93.2,135,
,,,1.136,91.2,128.75,
,,,1.138,88,118.75,
,,,1.14,87.6,117.5,
,,,1.142,81.6,98.75,
,,,1.144,75.6,80,
,,,1.146,70.8,65,
,,,1.148,69.6,61.25,
,,,1.15,72,68.75,
,,,1.152,76.8,83.75,
,,,1.154,77.2,85,
,,,1.156,81.6,98.75,
,,,1.158,86,112.5,
,,,1.16,89.6,123.75,
,,,1.162,92.4,132.5,
,,,1.164,93.2,135,
,,,1.166,92.4,132.5,
,,,1.168,92,131.25,
,,,1.17,88,118.75,
,,,1.172,81.6,98.75,
,,,1.174,75.2,78.75,
,,,1.176,69.2,60,
,,,1.178,68.8,58.75,
,,,1.18,70.8,65,
,,,1.182,71.2,66.25,
,,,1.184,75.6,80,
,,,1.186,80.4,95,
,,,1.188,84.8,108.75,
,,,1.19,88,118.75,
,,,1.192,91.2,128.75,
,,,1.194,93.2,135,
,,,1.196,93.2,135,
,,,1.198,93.2,135,
,,,1.2,91.2,128.75,
,,,1.202,86,112.5,
,,,1.204,78.4,88.75,
,,,1.206,73.2,72.5,
,,,1.208,69.2,60,
,,,1.21,69.2,60,
,,,1.212,69.2,60,
,,,1.214,72.8,71.25,
,,,1.216,77.6,86.25,
,,,1.218,82.8,102.5,
,,,1.22,86.4,113.75,
,,,1.222,89.6,123.75,
,,,1.224,89.6,123.75,
,,,1.226,92,131.25,
,,,1.228,93.6,136.25,
,,,1.23,92.8,133.75,
,,,1.232,88.8,121.25,
,,,1.234,83.2,103.75,
,,,1.236,76.4,82.5,
,,,1.238,76.4,82.5,
,,,1.24,71.2,66.25,
,,,1.242,68.8,58.75,
,,,1.244,70.8,65,
,,,1.246,74.8,77.5,
,,,1.248,79.6,92.5,
,,,1.25,84.8,108.75,
,,,1.252,84.4,107.5,
,,,1.254,87.6,117.5,
,,,1.256,91.6,130,
,,,1.258,93.6,136.25,
,,,1.26,93.2,135,
,,,1.262,91.2,128.75,
,,,1.264,86,112.5,
,,,1.266,85.6,111.25,
,,,1.268,78.8,90,
,,,1.27,72.4,70,
,,,1.272,69.2,60,
,,,1.274,68.8,58.75,
,,,1.276,72.8,71.25,
,,,1.278,77.6,86.25,
,,,1.28,77.2,85,
,,,1.282,82,100,
,,,1.284,86,112.5,
,,,1.286,89.2,122.5,
,,,1.288,92,131.25,
,,,1.29,94.4,138.75,
,,,1.292,94,137.5,
,,,1.294,93.6,136.25,
,,,1.296,90.8,127.5,
,,,1.298,84,106.25,
,,,1.3,77.2,85,
,,,1.302,70.8,65,
,,,1.304,67.6,55,
,,,1.306,69.2,60,
,,,1.308,69.2,60,
,,,1.31,73.6,73.75,
,,,1.312,78.8,90,
,,,1.314,83.6,105,
,,,1.316,86.4,113.75,
,,,1.318,90.4,126.25,
,,,1.32,93.2,135,
,,,1.322,92.4,132.5,
,,,1.324,94.4,138.75,
,,,1.326,93.2,135,
,,,1.328,90,125,
,,,1.33,82.8,102.5,
,,,1.332,76.4,82.5,
,,,1.334,70.8,65,
,,,1.336,70.8,65,
,,,1.338,68,56.25,
,,,1.34,70.4,63.75,
,,,1.342,74.8,77.5,
,,,1.344,79.2,91.25,
,,,1.346,84,106.25,
,,,1.348,88,118.75,
,,,1.35,87.6,117.5,
,,,1.352,91.2,128.75,
,,,1.354,94,137.5,
,,,1.356,94.4,138.75,
,,,1.358,91.2,128.75,
,,,1.36,86.4,113.75,
,,,1.362,80,93.75,
,,,1.364,80,93.75,
,,,1.366,73.2,72.5,
,,,1.368,70,62.5,
,,,1.37,69.2,60,
,,,1.372,72.4,70,
,,,1.374,77.6,86.25,
,,,1.376,82,100,
,,,1.378,81.6,98.75,
,,,1.38,86,112.5,
,,,1.382,89.6,123.75,
,,,1.384,92.8,133.75,
,,,1.386,94,137.5,
,,,1.388,92.8,133.75,
,,,1.39,89.6,123.75,
,,,1.392,89.6,123.75,
,,,1.394,82.8,102.5,
,,,1.396,76.4,82.5,
,,,1.398,70.4,63.75,
,,,1.4,68.4,57.5,
,,,1.402,70.4,63.75,
,,,1.404,74.4,76.25,
,,,1.406,74,75,
,,,1.408,79.6,92.5,
,,,1.41,84,106.25,
,,,1.412,87.6,117.5,
,,,1.414,90.4,126.25,
,,,1.416,93.2,135,
,,,1.418,93.6,136.25,
,,,1.42,93.2,135,
,,,1.422,91.2,128.75,
,,,1.424,87.6,117.5,
,,,1.426,81.6,98.75,
,,,1.428,74.8,77.5,
,,,1.43,70.8,65,
,,,1.432,69.6,61.25,
,,,1.434,69.2,60,
,,,1.436,72.8,71.25,
,,,1.438,77.2,85,
,,,1.44,81.6,98.75,
,,,1.442,86.4,113.75,
,,,1.444,90,125,
,,,1.446,92.4,132.5,
,,,1.448,92.4,132.5,
,,,1.45,93.6,136.25,
,,,1.452,92.4,132.5,
,,,1.454,88.4,120,
,,,1.456,81.2,97.5,
,,,1.458,75.2,78.75,
,,,1.46,70,62.5,
,,,1.462,70,62.5,
,,,1.464,68.8,58.75,
,,,1.466,71.2,66.25,
,,,1.468,75.6,80,
,,,1.47,80.4,95,
,,,1.472,84.8,108.75,
,,,1.474,88,118.75,
,,,1.476,88.8,121.25,
,,,1.478,91.6,130,
,,,1.48,94,137.5,
,,,1.482,94,137.5,
,,,1.484,90.4,126.25,
,,,1.486,85.6,111.25,
,,,1.488,78.4,88.75,
,,,1.49,78,87.5,
,,,1.492,72.4,70,
,,,1.494,69.2,60,
,,,1.496,69.2,60,
,,,1.498,73.6,73.75,
,,,1.5,77.6,86.25,
,,,1.502,82.4,101.25,
,,,1.504,82.8,102.5,
,,,1.506,86.4,113.75,
,,,1.508,90.4,126.25,
,,,1.51,92.4,132.5,
,,,1.512,94,137.5,
,,,1.514,93.6,136.25,
,,,1.516,89.2,122.5,
,,,1.518,83.2,103.75,
,,,1.52,83.2,103.75,
,,,1.522,76.4,82.5,
,,,1.524,70.4,63.75,
,,,1.526,68.8,58.75,
,,,1.528,70.4,63.75,
,,,1.53,74.4,76.25,
,,,1.532,79.6,92.5,
,,,1.534,79.6,92.5,
,,,1.536,84,106.25,
,,,1.538,88,118.75,
,,,1.54,91.2,128.75,
,,,1.542,94,137.5,
,,,1.544,93.6,136.25,
,,,1.546,91.2,128.75,
,,,1.548,92,131.25,
,,,1.55,87.2,116.25,
,,,1.552,79.6,92.5,
,,,1.554,73.6,73.75,
,,,1.556,69.6,61.25,
,,,1.558,69.2,60,
,,,1.56,72.8,71.25,
,,,1.562,72.4,70,
,,,1.564,76.8,83.75,
,,,1.566,82,100,
,,,1.568,86,112.5,
,,,1.57,89.6,123.75,
,,,1.572,92.8,133.75,
,,,1.574,93.6,136.25,
,,,1.576,94.4,138.75,
,,,1.578,94,137.5,
,,,1.58,89.6,123.75,
,,,1.582,83.6,105,
,,,1.584,76.8,83.75,
,,,1.586,70.4,63.75,
,,,1.588,68,56.25,
,,,1.59,68,56.25,
,,,1.592,69.2,60,
,,,1.594,74,75,
,,,1.596,78.4,88.75,
,,,1.598,83.6,105,
,,,1.6,86.8,115,
,,,1.602,90,125,
,,,1.604,90.8,127.5,
,,,1.606,92.8,133.75,
,,,1.608,94,137.5,
,,,1.61,94,137.5,
,,,1.612,88.8,121.25,
,,,1.614,83.2,103.75,
,,,1.616,76.4,82.5,
,,,1.618,76.4,82.5,
,,,1.62,70.4,63.75,
,,,1.622,68.4,57.5,
,,,1.624,70,62.5,
,,,1.626,70.8,65,
,,,1.628,78,87.5,
,,,1.63,83.2,103.75,
,,,1.632,87.6,117.5,
,,,1.634,87.6,117.5,
,,,1.636,90,125,
,,,1.638,93.6,136.25,
,,,1.64,94.8,140,
,,,1.642,94.4,138.75,
,,,1.644,90.4,126.25,
,,,1.646,84.4,107.5,
,,,1.648,84,106.25,
,,,1.65,76.8,83.75,
,,,1.652,70.8,65,
,,,1.654,68,56.25,
,,,1.656,69.6,61.25,
,,,1.658,74,75,
,,,1.66,78.4,88.75,
,,,1.662,78.8,90,
,,,1.664,83.2,103.75,
,,,1.666,88,118.75,
,,,1.668,90.8,127.5,
,,,1.67,93.2,135,
,,,1.672,94.4,138.75,
,,,1.674,93.2,135,
,,,1.676,92.4,132.5,
,,,1.678,88.4,120,
,,,1.68,82,100,
,,,1.682,75.2,78.75,
,,,1.684,70,62.5,
,,,1.686,68.8,58.75,
,,,1.688,70.8,65,
,,,1.69,71.2,66.25,
,,,1.692,75.6,80,
,,,1.694,80.8,96.25,
,,,1.696,84.4,107.5,
,,,1.698,87.6,117.5,
,,,1.7,91.2,128.75,
,,,1.702,93.6,136.25,
,,,1.704,93.6,136.25,
,,,1.706,94,137.5,
,,,1.708,91.6,130,
,,,1.71,86.4,113.75,
,,,1.712,80,93.75,
,,,1.714,73.6,73.75,
,,,1.716,69.6,61.25,
,,,1.718,69.6,61.25,
,,,1.72,69.6,61.25,
,,,1.722,72.8,71.25,
,,,1.724,78,87.5,
,,,1.726,82.4,101.25,
,,,1.728,86.8,115,
,,,1.73,90,125,
,,,1.732,89.6,123.75,
,,,1.734,92,131.25,
,,,1.736,93.6,136.25,
,,,1.738,92.4,132.5,
,,,1.74,88.4,120,
,,,1.742,82.4,101.25,
,,,1.744,76,81.25,
,,,1.746,76.4,82.5,
,,,1.748,70.8,65,
,,,1.75,68.8,58.75,
,,,1.752,71.2,66.25,
,,,1.754,75.2,78.75,
,,,1.756,80.4,95,
,,,1.758,84.8,108.75,
,,,1.76,84.4,107.5,
,,,1.762,88.8,121.25,
,,,1.764,91.2,128.75,
,,,1.766,93.6,136.25,
,,,1.768,93.6,136.25,
,,,1.77,90.8,127.5,
,,,1.772,84.8,108.75,
,,,1.774,85.6,111.25,
,,,1.776,77.6,86.25,
,,,1.778,71.2,66.25,
,,,1.78,68.4,57.5,
,,,1.782,68.8,58.75,
,,,1.784,72.4,70,
,,,1.786,77.6,86.25,
,,,1.788,77.6,86.25,
,,,1.79,82.8,102.5,
,,,1.792,86,112.5,
,,,1.794,89.2,122.5,
,,,1.796,92.4,132.5,
,,,1.798,94.4,138.75,
,,,1.8,93.2,135,
,,,1.802,94.4,138.75,
,,,1.804,90,125,
,,,1.806,84,106.25,
,,,1.808,77.2,85,
,,,1.81,71.2,66.25,
,,,1.812,68,56.25,
,,,1.814,69.6,61.25,
,,,1.816,69.2,60,
,,,1.818,73.6,73.75,
,,,1.82,78.4,88.75,
,,,1.822,82.8,102.5,
,,,1.824,87.6,117.5,
,,,1.826,90.4,126.25,
,,,1.828,92,131.25,
,,,1.83,92.8,133.75,
,,,1.832,94.4,138.75,
,,,1.834,92,131.25,
,,,1.836,88.4,120,
,,,1.838,83.2,103.75,
,,,1.84,76,81.25,
,,,1.842,71.2,66.25,
,,,1.844,71.2,66.25,
,,,1.846,69.2,60,
,,,1.848,71.2,66.25,
,,,1.85,75.6,80,
,,,1.852,80.4,95,
,,,1.854,84.8,108.75,
,,,1.856,88.4,120,
,,,1.858,88.8,121.25,
,,,1.86,91.6,130,
,,,1.862,93.6,136.25,
,,,1.864,94.4,138.75,
,,,1.866,90,125,
,,,1.868,84.8,108.75,
,,,1.87,77.2,85,
,,,1.872,77.2,85,
,,,1.874,70.8,65,
,,,1.876,68.4,57.5,
,,,1.878,69.2,60,
,,,1.88,72.4,70,
,,,1.882,78,87.5,
,,,1.884,82,100,
,,,1.886,82.4,101.25,
,,,1.888,86.4,113.75,
,,,1.89,89.6,123.75,
,,,1.892,92.8,133.75,
,,,1.894,94.4,138.75,
,,,1.896,93.6,136.25,
,,,1.898,90.8,127.5,
,,,1.9,90.8,127.5,
,,,1.902,84.4,107.5,
,,,1.904,77.6,86.25,
,,,1.906,71.2,66.25,
,,,1.908,68,56.25,
,,,1.91,69.2,60,
,,,1.912,73.6,73.75,
,,,1.914,73.6,73.75,
,,,1.916,78.4,88.75,
,,,1.918,82.8,102.5,
,,,1.92,86.8,115,
,,,1.922,90,125,
,,,1.924,92.4,132.5,
,,,1.926,94,137.5,
,,,1.928,93.6,136.25,
,,,1.93,92.4,132.5,
,,,1.932,89.6,123.75,
,,,1.934,83.6,105,
